=== Command Log for (RED) ArcherSwarm ===
Started: 3/23/2026 2:54:14 PM

--- Round 1 ---
[F518 T=0.2s] BUILD: PAWN#1 at (67, 36, 0) -> BASE at (64, 33, 0) (gold=1000) -> SUCCESS (dispatched)
[F518 T=0.2s] BUILD: pawn#1 -> BASE at (64, 33, 0) -> STARTED (path=2 steps, gold remaining=500)
[F598 T=12.6s] TRAIN: BASE#4 -> PAWN (gold=500) -> SUCCESS (dispatched)
[F598 T=12.6s] TRAIN: BASE#4 -> PAWN -> STARTED (gold remaining=450)
[F598 T=12.6s] BUILD: PAWN#1 at (67, 34, 0) -> ARCHERY at (51, 27, 0) (gold=450) -> SUCCESS (dispatched)
[F598 T=12.6s] BUILD: pawn#1 -> ARCHERY at (51, 27, 0) -> STARTED (path=13 steps, gold remaining=100)
[F613 T=14.6s] TRAIN: BASE#4 -> PAWN (gold=100) -> SUCCESS (dispatched)
[F613 T=14.6s] TRAIN: BASE#4 -> PAWN -> STARTED (gold remaining=50)
[F613 T=14.6s] BUILD: PAWN#8 at (65, 34, 0) -> ARCHERY at (51, 27, 0) -> FAILED: area not buildable at (51, 27, 0)
[F613 T=14.6s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F623 T=15.9s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F623 T=15.9s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F624 T=16.0s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F624 T=16.0s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F625 T=16.1s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F625 T=16.1s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F626 T=16.2s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F626 T=16.2s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F627 T=16.3s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F627 T=16.3s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F628 T=16.4s] BUILD: PAWN#8 at (65, 34, 0) -> ARCHERY at (51, 27, 0) -> FAILED: area not buildable at (51, 27, 0)
[F628 T=16.4s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F629 T=16.5s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F629 T=16.5s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F630 T=16.6s] TRAIN: BASE#4 -> PAWN (gold=50) -> SUCCESS (dispatched)
[F630 T=16.6s] TRAIN: BASE#4 -> PAWN -> STARTED (gold remaining=0)
[F630 T=16.6s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F630 T=16.6s] BUILD: PAWN#10 at (67, 29, 0) -> ARCHERY at (51, 27, 0) -> FAILED: area not buildable at (51, 27, 0)
[F630 T=16.6s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F630 T=16.6s] GATHER: pawn#10 -> mine#3, base#4 -> THROTTLED: on cooldown
[F631 T=16.7s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F631 T=16.7s] BUILD: unit#10 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F631 T=16.7s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F631 T=16.7s] GATHER: pawn#10 -> mine#3, base#4 -> THROTTLED: on cooldown
[F632 T=16.8s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F632 T=16.8s] BUILD: unit#10 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F632 T=16.8s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F632 T=16.8s] GATHER: pawn#10 -> mine#3, base#4 -> THROTTLED: on cooldown
[F633 T=16.9s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F633 T=16.9s] BUILD: unit#10 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F633 T=16.9s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F633 T=16.9s] GATHER: pawn#10 -> mine#3, base#4 -> THROTTLED: on cooldown
[F634 T=17.0s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F634 T=17.0s] BUILD: unit#10 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F634 T=17.0s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F634 T=17.0s] GATHER: pawn#10 -> mine#3, base#4 -> THROTTLED: on cooldown
[F635 T=17.1s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F635 T=17.1s] BUILD: unit#10 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F635 T=17.1s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F635 T=17.1s] GATHER: pawn#10 -> mine#3, base#4 -> THROTTLED: on cooldown
[F636 T=17.2s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F636 T=17.2s] BUILD: unit#10 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F636 T=17.2s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F636 T=17.2s] GATHER: pawn#10 -> mine#3, base#4 -> THROTTLED: on cooldown
[F637 T=17.4s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F637 T=17.4s] BUILD: unit#10 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F637 T=17.4s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F637 T=17.4s] GATHER: pawn#10 -> mine#3, base#4 -> THROTTLED: on cooldown
[F638 T=17.5s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F638 T=17.5s] BUILD: unit#10 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F638 T=17.5s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F638 T=17.5s] GATHER: pawn#10 -> mine#3, base#4 -> THROTTLED: on cooldown
[F639 T=17.6s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F639 T=17.6s] BUILD: unit#10 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F639 T=17.6s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F639 T=17.6s] GATHER: pawn#10 -> mine#3, base#4 -> THROTTLED: on cooldown
[F640 T=17.7s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F640 T=17.7s] BUILD: unit#10 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F640 T=17.7s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F640 T=17.7s] GATHER: pawn#10 -> mine#3, base#4 -> THROTTLED: on cooldown
[F641 T=17.8s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F641 T=17.8s] BUILD: unit#10 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F641 T=17.8s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F641 T=17.8s] GATHER: pawn#10 -> mine#3, base#4 -> THROTTLED: on cooldown
[F642 T=17.9s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F642 T=17.9s] BUILD: unit#10 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F642 T=17.9s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F642 T=17.9s] GATHER: pawn#10 -> mine#3, base#4 -> THROTTLED: on cooldown
[F643 T=18.1s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F643 T=18.1s] BUILD: unit#10 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F643 T=18.1s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F643 T=18.1s] GATHER: pawn#10 -> mine#3, base#4 -> THROTTLED: on cooldown
[F644 T=18.2s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F644 T=18.2s] BUILD: unit#10 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F644 T=18.2s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F644 T=18.2s] GATHER: pawn#10 -> mine#3, base#4 -> THROTTLED: on cooldown
[F645 T=18.3s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F645 T=18.3s] BUILD: PAWN#10 at (67, 29, 0) -> ARCHERY at (51, 27, 0) -> FAILED: area not buildable at (51, 27, 0)
[F645 T=18.3s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F645 T=18.3s] GATHER: pawn#10 -> mine#3, base#4 -> THROTTLED: on cooldown
[F646 T=18.4s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F646 T=18.4s] BUILD: unit#10 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F646 T=18.4s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F646 T=18.4s] GATHER: pawn#10 -> mine#3, base#4 -> THROTTLED: on cooldown
[F647 T=18.5s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F647 T=18.5s] BUILD: unit#10 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F647 T=18.5s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F647 T=18.5s] GATHER: pawn#10 -> mine#3, base#4 -> THROTTLED: on cooldown
[F648 T=18.7s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F648 T=18.7s] BUILD: unit#10 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F648 T=18.7s] BUILD: PAWN#12 at (67, 34, 0) -> ARCHERY at (51, 27, 0) -> FAILED: area not buildable at (51, 27, 0)
[F648 T=18.7s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F648 T=18.7s] GATHER: pawn#10 -> mine#3, base#4 -> THROTTLED: on cooldown
[F648 T=18.7s] GATHER: pawn#12 -> mine#3, base#4 -> THROTTLED: on cooldown
[F649 T=18.9s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F649 T=18.9s] BUILD: unit#10 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F649 T=18.9s] BUILD: unit#12 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F649 T=18.9s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F649 T=18.9s] GATHER: pawn#10 -> mine#3, base#4 -> THROTTLED: on cooldown
[F649 T=18.9s] GATHER: pawn#12 -> mine#3, base#4 -> THROTTLED: on cooldown
[F650 T=19.0s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F650 T=19.0s] BUILD: unit#10 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F650 T=19.0s] BUILD: unit#12 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F650 T=19.0s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F650 T=19.0s] GATHER: pawn#10 -> mine#3, base#4 -> THROTTLED: on cooldown
[F650 T=19.0s] GATHER: pawn#12 -> mine#3, base#4 -> THROTTLED: on cooldown
[F651 T=19.2s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F651 T=19.2s] BUILD: unit#10 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F651 T=19.2s] BUILD: unit#12 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F651 T=19.2s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F651 T=19.2s] GATHER: pawn#10 -> mine#3, base#4 -> THROTTLED: on cooldown
[F651 T=19.2s] GATHER: pawn#12 -> mine#3, base#4 -> THROTTLED: on cooldown
[F652 T=19.3s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F652 T=19.3s] BUILD: unit#10 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F652 T=19.3s] BUILD: unit#12 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F652 T=19.3s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F652 T=19.3s] GATHER: pawn#10 -> mine#3, base#4 -> THROTTLED: on cooldown
[F652 T=19.3s] GATHER: pawn#12 -> mine#3, base#4 -> THROTTLED: on cooldown
[F653 T=19.7s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F653 T=19.7s] BUILD: unit#10 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F653 T=19.7s] BUILD: unit#12 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F653 T=19.7s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F653 T=19.7s] GATHER: pawn#10 -> mine#3, base#4 -> THROTTLED: on cooldown
[F653 T=19.7s] GATHER: pawn#12 -> mine#3, base#4 -> THROTTLED: on cooldown
[F654 T=19.9s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F654 T=19.9s] BUILD: unit#10 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F654 T=19.9s] BUILD: unit#12 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F654 T=19.9s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F654 T=19.9s] GATHER: pawn#10 -> mine#3, base#4 -> THROTTLED: on cooldown
[F654 T=19.9s] GATHER: pawn#12 -> mine#3, base#4 -> THROTTLED: on cooldown
[F655 T=20.1s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F655 T=20.1s] BUILD: unit#10 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F655 T=20.1s] BUILD: unit#12 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F655 T=20.1s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F655 T=20.1s] GATHER: pawn#10 -> mine#3, base#4 -> THROTTLED: on cooldown
[F655 T=20.1s] GATHER: pawn#12 -> mine#3, base#4 -> THROTTLED: on cooldown
[F656 T=20.3s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F656 T=20.3s] BUILD: unit#10 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F656 T=20.3s] BUILD: unit#12 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F656 T=20.3s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F656 T=20.3s] GATHER: pawn#10 -> mine#3, base#4 -> THROTTLED: on cooldown
[F656 T=20.3s] GATHER: pawn#12 -> mine#3, base#4 -> THROTTLED: on cooldown
[F657 T=20.4s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F657 T=20.4s] BUILD: unit#10 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F657 T=20.4s] BUILD: unit#12 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F657 T=20.4s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F657 T=20.4s] GATHER: pawn#10 -> mine#3, base#4 -> THROTTLED: on cooldown
[F657 T=20.4s] GATHER: pawn#12 -> mine#3, base#4 -> THROTTLED: on cooldown
[F658 T=20.6s] BUILD: PAWN#8 at (65, 34, 0) -> ARCHERY at (51, 27, 0) -> FAILED: area not buildable at (51, 27, 0)
[F658 T=20.6s] BUILD: unit#10 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F658 T=20.6s] BUILD: unit#12 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F658 T=20.6s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F658 T=20.6s] GATHER: pawn#10 -> mine#3, base#4 -> THROTTLED: on cooldown
[F658 T=20.6s] GATHER: pawn#12 -> mine#3, base#4 -> THROTTLED: on cooldown
[F659 T=20.7s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F659 T=20.7s] BUILD: unit#10 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F659 T=20.7s] BUILD: unit#12 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F659 T=20.7s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F659 T=20.7s] GATHER: pawn#10 -> mine#3, base#4 -> THROTTLED: on cooldown
[F659 T=20.7s] GATHER: pawn#12 -> mine#3, base#4 -> THROTTLED: on cooldown
[F660 T=20.9s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F660 T=20.9s] BUILD: unit#10 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F660 T=20.9s] BUILD: unit#12 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F660 T=20.9s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F660 T=20.9s] GATHER: pawn#10 -> mine#3, base#4 -> THROTTLED: on cooldown
[F660 T=20.9s] GATHER: pawn#12 -> mine#3, base#4 -> THROTTLED: on cooldown
[F661 T=21.0s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F661 T=21.0s] BUILD: unit#10 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F661 T=21.0s] BUILD: unit#12 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F661 T=21.0s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F661 T=21.0s] GATHER: pawn#10 -> mine#3, base#4 -> THROTTLED: on cooldown
[F661 T=21.0s] GATHER: pawn#12 -> mine#3, base#4 -> THROTTLED: on cooldown
[F662 T=21.3s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F662 T=21.3s] BUILD: unit#10 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F662 T=21.3s] BUILD: unit#12 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F662 T=21.3s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F662 T=21.3s] GATHER: pawn#10 -> mine#3, base#4 -> THROTTLED: on cooldown
[F662 T=21.3s] GATHER: pawn#12 -> mine#3, base#4 -> THROTTLED: on cooldown
[F663 T=21.6s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F663 T=21.6s] BUILD: unit#10 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F663 T=21.6s] BUILD: PAWN#12 at (67, 34, 0) -> ARCHERY at (51, 27, 0) -> FAILED: area not buildable at (51, 27, 0)
[F663 T=21.6s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F663 T=21.6s] GATHER: pawn#10 -> mine#3, base#4 -> THROTTLED: on cooldown
[F663 T=21.6s] GATHER: pawn#12 -> mine#3, base#4 -> THROTTLED: on cooldown
[F664 T=21.9s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F664 T=21.9s] BUILD: unit#10 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F664 T=21.9s] BUILD: unit#12 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F664 T=21.9s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F664 T=21.9s] GATHER: pawn#10 -> mine#3, base#4 -> THROTTLED: on cooldown
[F664 T=21.9s] GATHER: pawn#12 -> mine#3, base#4 -> THROTTLED: on cooldown
[F665 T=22.2s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F665 T=22.2s] BUILD: unit#10 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F665 T=22.2s] BUILD: unit#12 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F665 T=22.2s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F665 T=22.2s] GATHER: pawn#10 -> mine#3, base#4 -> THROTTLED: on cooldown
[F665 T=22.2s] GATHER: pawn#12 -> mine#3, base#4 -> THROTTLED: on cooldown
[F666 T=22.6s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F666 T=22.6s] BUILD: unit#10 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F666 T=22.6s] BUILD: unit#12 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F666 T=22.6s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F666 T=22.6s] GATHER: pawn#10 -> mine#3, base#4 -> THROTTLED: on cooldown
[F666 T=22.6s] GATHER: pawn#12 -> mine#3, base#4 -> THROTTLED: on cooldown
[F667 T=22.9s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F667 T=22.9s] BUILD: unit#10 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F667 T=22.9s] BUILD: unit#12 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F667 T=22.9s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F667 T=22.9s] GATHER: pawn#10 -> mine#3, base#4 -> THROTTLED: on cooldown
[F667 T=22.9s] GATHER: pawn#12 -> mine#3, base#4 -> THROTTLED: on cooldown
[F668 T=23.1s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F668 T=23.1s] BUILD: unit#10 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F668 T=23.1s] BUILD: unit#12 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F668 T=23.1s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F668 T=23.1s] GATHER: pawn#10 -> mine#3, base#4 -> THROTTLED: on cooldown
[F668 T=23.1s] GATHER: pawn#12 -> mine#3, base#4 -> THROTTLED: on cooldown
[F669 T=23.3s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F669 T=23.3s] BUILD: unit#10 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F669 T=23.3s] BUILD: unit#12 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F669 T=23.3s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F669 T=23.3s] GATHER: pawn#10 -> mine#3, base#4 -> THROTTLED: on cooldown
[F669 T=23.3s] GATHER: pawn#12 -> mine#3, base#4 -> THROTTLED: on cooldown
[F670 T=24.6s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F670 T=24.6s] BUILD: unit#10 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F670 T=24.6s] BUILD: unit#12 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F670 T=24.6s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F670 T=24.6s] GATHER: pawn#10 -> mine#3, base#4 -> THROTTLED: on cooldown
[F670 T=24.6s] GATHER: pawn#12 -> mine#3, base#4 -> THROTTLED: on cooldown
[F671 T=24.9s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F671 T=24.9s] BUILD: unit#10 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F671 T=24.9s] BUILD: unit#12 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F671 T=24.9s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
[F671 T=24.9s] GATHER: pawn#10 -> mine#3, base#4 -> THROTTLED: on cooldown
[F671 T=24.9s] GATHER: pawn#12 -> mine#3, base#4 -> THROTTLED: on cooldown
[F672 T=25.0s] BUILD: unit#8 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F672 T=25.0s] BUILD: unit#10 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F672 T=25.0s] BUILD: unit#12 -> ARCHERY at (51, 27) -> THROTTLED: on cooldown
[F672 T=25.0s] GATHER: pawn#8 -> mine#3, base#4 -> THROTTLED: on cooldown
