=== Command Log for (BLU) ArcherSwarm ===
Started: 3/23/2026 9:43:10 PM

--- Round 1 ---
[F719 T=0.1s] BUILD: PAWN#0 at (7, 7, 0) -> BASE at (5, 8, 0) (gold=1000) -> SUCCESS (dispatched)
[F719 T=0.1s] BUILD: pawn#0 -> BASE at (5, 8, 0) -> STARTED (path=2 steps, gold remaining=500)
[F811 T=11.9s] TRAIN: BASE#4 -> PAWN (gold=500) -> SUCCESS (dispatched)
[F811 T=11.9s] TRAIN: BASE#4 -> PAWN -> STARTED (gold remaining=450)
[F811 T=11.9s] BUILD: PAWN#0 at (7, 7, 0) -> ARCHERY at (7, 12, 0) (gold=450) -> SUCCESS (dispatched)
[F811 T=11.9s] BUILD: pawn#0 -> ARCHERY at (7, 12, 0) -> EXEC_FAILED: no path found to build site
[F811 T=11.9s] GATHER: pawn#0 at (7, 7, 0) -> mine#2 at (13, 14, 0), base#4 at (5, 8, 0) -> SUCCESS (dispatched)
[F811 T=11.9s] GATHER: pawn#0 at (7, 7, 0) -> mine#2 at (13, 14, 0), base#4 -> STARTED (path=0 steps)
[F812 T=12.4s] BUILD: PAWN#0 at (7, 7, 0) -> ARCHERY at (7, 12, 0) (gold=450) -> SUCCESS (dispatched)
[F812 T=12.4s] BUILD: pawn#0 -> ARCHERY at (7, 12, 0) -> EXEC_FAILED: no path found to build site
[F813 T=12.9s] BUILD: PAWN#0 at (7, 7, 0) -> ARCHERY at (7, 12, 0) (gold=450) -> SUCCESS (dispatched)
[F813 T=12.9s] BUILD: pawn#0 -> ARCHERY at (7, 12, 0) -> EXEC_FAILED: no path found to build site
[F814 T=13.3s] BUILD: PAWN#0 at (7, 7, 0) -> ARCHERY at (7, 12, 0) (gold=450) -> SUCCESS (dispatched)
[F814 T=13.3s] BUILD: pawn#0 -> ARCHERY at (7, 12, 0) -> EXEC_FAILED: no path found to build site
[F815 T=13.7s] BUILD: PAWN#0 at (7, 7, 0) -> ARCHERY at (7, 12, 0) (gold=450) -> SUCCESS (dispatched)
[F815 T=13.7s] BUILD: pawn#0 -> ARCHERY at (7, 12, 0) -> EXEC_FAILED: no path found to build site
[F816 T=14.0s] BUILD: PAWN#0 at (7, 7, 0) -> ARCHERY at (7, 12, 0) (gold=450) -> SUCCESS (dispatched)
[F816 T=14.0s] BUILD: pawn#0 -> ARCHERY at (7, 12, 0) -> EXEC_FAILED: no path found to build site
[F817 T=14.4s] TRAIN: BASE#4 -> PAWN (gold=450) -> SUCCESS (dispatched)
[F817 T=14.4s] TRAIN: BASE#4 -> PAWN -> STARTED (gold remaining=400)
[F817 T=14.4s] BUILD: PAWN#6 at (11, 5, 0) -> ARCHERY at (7, 12, 0) (gold=400) -> SUCCESS (dispatched)
[F817 T=14.4s] BUILD: pawn#6 -> ARCHERY at (7, 12, 0) -> STARTED (path=4 steps, gold remaining=50)
[F830 T=16.6s] TRAIN: BASE#4 -> PAWN (gold=50) -> SUCCESS (dispatched)
[F830 T=16.6s] TRAIN: BASE#4 -> PAWN -> STARTED (gold remaining=0)
[F830 T=16.6s] BUILD: PAWN#10 at (11, 9, 0) -> ARCHERY at (7, 12, 0) -> FAILED: area not buildable at (7, 12, 0)
[F830 T=16.6s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F847 T=18.7s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F847 T=18.7s] BUILD: PAWN#12 at (11, 8, 0) -> ARCHERY at (7, 12, 0) -> FAILED: area not buildable at (7, 12, 0)
[F847 T=18.7s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F847 T=18.7s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F848 T=19.0s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F848 T=19.0s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F848 T=19.0s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F848 T=19.0s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F849 T=19.2s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F849 T=19.2s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F849 T=19.2s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F849 T=19.2s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F850 T=19.3s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F850 T=19.3s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F850 T=19.3s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F850 T=19.3s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F851 T=19.4s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F851 T=19.4s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F851 T=19.4s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F851 T=19.4s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F852 T=19.5s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F852 T=19.5s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F852 T=19.5s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F852 T=19.5s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F853 T=19.7s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F853 T=19.7s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F853 T=19.7s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F853 T=19.7s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F854 T=19.9s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F854 T=19.9s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F854 T=19.9s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F854 T=19.9s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F855 T=20.0s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F855 T=20.0s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F855 T=20.0s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F855 T=20.0s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F856 T=20.1s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F856 T=20.1s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F856 T=20.1s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F856 T=20.1s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F857 T=20.3s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F857 T=20.3s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F857 T=20.3s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F857 T=20.3s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F858 T=20.5s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F858 T=20.5s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F858 T=20.5s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F858 T=20.5s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F859 T=20.6s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F859 T=20.6s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F859 T=20.6s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F859 T=20.6s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F860 T=20.8s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F860 T=20.8s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F860 T=20.8s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F860 T=20.8s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F861 T=20.9s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F861 T=20.9s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F861 T=20.9s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F861 T=20.9s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F862 T=21.1s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F862 T=21.1s] BUILD: PAWN#12 at (11, 8, 0) -> ARCHERY at (7, 12, 0) -> FAILED: area not buildable at (7, 12, 0)
[F862 T=21.1s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F862 T=21.1s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F863 T=21.2s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F863 T=21.2s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F863 T=21.2s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F863 T=21.2s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F864 T=21.3s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F864 T=21.3s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F864 T=21.3s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F864 T=21.3s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F865 T=21.4s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F865 T=21.4s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F865 T=21.4s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F865 T=21.4s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F866 T=21.6s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F866 T=21.6s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F866 T=21.6s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F866 T=21.6s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F867 T=21.7s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F867 T=21.7s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F867 T=21.7s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F867 T=21.7s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F868 T=21.8s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F868 T=21.8s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F868 T=21.8s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F868 T=21.8s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F869 T=21.9s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F869 T=21.9s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F869 T=21.9s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F869 T=21.9s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F870 T=22.0s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F870 T=22.0s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F870 T=22.0s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F870 T=22.0s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F871 T=22.1s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F871 T=22.1s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F871 T=22.1s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F871 T=22.1s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F872 T=22.2s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F872 T=22.2s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F872 T=22.2s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F872 T=22.2s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F873 T=22.3s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F873 T=22.3s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F873 T=22.3s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F873 T=22.3s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F874 T=22.4s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F874 T=22.4s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F874 T=22.4s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F874 T=22.4s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F875 T=22.6s] BUILD: PAWN#10 at (11, 9, 0) -> ARCHERY at (7, 12, 0) -> FAILED: area not buildable at (7, 12, 0)
[F875 T=22.6s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F875 T=22.6s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F875 T=22.6s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F876 T=22.7s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F876 T=22.7s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F876 T=22.7s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F876 T=22.7s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F877 T=22.8s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F877 T=22.8s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F877 T=22.8s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F877 T=22.8s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F878 T=22.9s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F878 T=22.9s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F878 T=22.9s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F878 T=22.9s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F879 T=23.0s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F879 T=23.0s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F879 T=23.0s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F879 T=23.0s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F880 T=23.1s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F880 T=23.1s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F880 T=23.1s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F880 T=23.1s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F881 T=23.3s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F881 T=23.3s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F881 T=23.3s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F881 T=23.3s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F882 T=23.4s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F882 T=23.4s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F882 T=23.4s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F882 T=23.4s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F883 T=24.3s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F883 T=24.3s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F883 T=24.3s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F883 T=24.3s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F884 T=24.5s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F884 T=24.5s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F884 T=24.5s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F884 T=24.5s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F885 T=24.7s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F885 T=24.7s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F885 T=24.7s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F885 T=24.7s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F886 T=24.9s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F886 T=24.9s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F886 T=24.9s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F886 T=24.9s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F887 T=25.3s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F887 T=25.3s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F887 T=25.3s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F887 T=25.3s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F888 T=25.7s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F888 T=25.7s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F888 T=25.7s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F888 T=25.7s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F889 T=25.9s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F889 T=25.9s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F889 T=25.9s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F889 T=25.9s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F890 T=26.2s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F890 T=26.2s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F890 T=26.2s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F890 T=26.2s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F891 T=26.4s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F891 T=26.4s] BUILD: unit#12 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
[F891 T=26.4s] GATHER: pawn#10 -> mine#2, base#4 -> THROTTLED: on cooldown
[F891 T=26.4s] GATHER: pawn#12 -> mine#2, base#4 -> THROTTLED: on cooldown
[F892 T=26.6s] BUILD: unit#10 -> ARCHERY at (7, 12) -> THROTTLED: on cooldown
